DateTime,Currency,Impact,Event,Actual,Forecast,Previous,Detail
2023-10-06T13:30:00+01:00,USD,High Impact Expected,Average Hourly Earnings m/m,0.2%,0.3%,0.2%,
2023-10-06T13:30:00+01:00,USD,High Impact Expected,Non-Farm Employment Change,336K,171K,227K,
2023-10-06T13:30:00+01:00,USD,High Impact Expected,Unemployment Rate,3.8%,3.7%,3.8%,
2023-10-11T13:30:00+01:00,USD,High Impact Expected,Core PPI m/m,0.3%,0.2%,0.2%,
2023-10-11T13:30:00+01:00,USD,High Impact Expected,PPI m/m,0.5%,0.3%,0.7%,
2023-10-11T19:00:00+01:00,USD,High Impact Expected,FOMC Meeting Minutes,,,,
2023-10-12T07:00:00+01:00,GBP,High Impact Expected,GDP m/m,0.2%,0.2%,-0.6%,
2023-10-12T13:30:00+01:00,USD,High Impact Expected,Core CPI m/m,0.3%,0.3%,0.3%,
2023-10-12T13:30:00+01:00,USD,High Impact Expected,CPI m/m,0.4%,0.3%,0.6%,
2023-10-12T13:30:00+01:00,USD,High Impact Expected,CPI y/y,3.7%,3.6%,3.7%,
2023-10-12T13:30:00+01:00,USD,High Impact Expected,Unemployment Claims,209K,211K,209K,
2023-10-13T02:30:00+01:00,CNY,High Impact Expected,CPI y/y,0.0%,0.2%,0.1%,
2023-10-13T09:00:00+01:00,GBP,High Impact Expected,BOE Gov Bailey Speaks,,,,
2023-10-13T15:00:00+01:00,USD,High Impact Expected,Prelim UoM Consumer Sentiment,63.0,67.2,68.1,
2023-10-13T23:59:59+01:00,NZD,High Impact Expected,Parliamentary Elections,,,,
2023-10-14T16:00:00+01:00,GBP,High Impact Expected,BOE Gov Bailey Speaks,,,,
2023-10-16T13:30:00+01:00,USD,High Impact Expected,Empire State Manufacturing Index,-4.6,-6.4,1.9,
2023-10-16T22:45:00+01:00,NZD,High Impact Expected,CPI q/q,1.8%,1.9%,1.1%,
2023-10-17T01:30:00+01:00,AUD,High Impact Expected,Monetary Policy Meeting Minutes,,,,
2023-10-17T07:00:00+01:00,GBP,High Impact Expected,Average Earnings Index 3m/y,8.1%,8.3%,8.5%,
2023-10-17T13:30:00+01:00,USD,High Impact Expected,Core Retail Sales m/m,0.6%,0.2%,0.9%,
2023-10-17T13:30:00+01:00,CAD,High Impact Expected,Trimmed CPI y/y,3.7%,3.8%,3.9%,
2023-10-17T13:30:00+01:00,USD,High Impact Expected,Retail Sales m/m,0.7%,0.3%,0.8%,
2023-10-17T13:30:00+01:00,CAD,High Impact Expected,CPI m/m,-0.1%,0.1%,0.4%,
2023-10-17T13:30:00+01:00,CAD,High Impact Expected,Median CPI y/y,3.8%,4.0%,4.1%,
2023-10-17T23:35:00+01:00,AUD,High Impact Expected,RBA Gov Bullock Speaks,,,,
2023-10-18T03:00:00+01:00,CNY,High Impact Expected,Industrial Production y/y,4.5%,4.4%,4.5%,
2023-10-18T07:00:00+01:00,GBP,High Impact Expected,CPI y/y,6.7%,6.6%,6.7%,
2023-10-19T01:30:00+01:00,AUD,High Impact Expected,Employment Change,6.7K,20.6K,63.3K,
2023-10-19T01:30:00+01:00,AUD,High Impact Expected,Unemployment Rate,3.6%,3.7%,3.7%,
2023-10-19T13:30:00+01:00,USD,High Impact Expected,Unemployment Claims,198K,210K,211K,
2023-10-19T17:00:00+01:00,USD,High Impact Expected,Fed Chair Powell Speaks,,,,
2023-10-20T07:00:00+01:00,GBP,High Impact Expected,Retail Sales m/m,-0.9%,-0.3%,0.4%,
2023-10-24T07:00:00+01:00,GBP,High Impact Expected,Claimant Count Change,20.4K,2.3K,-9.0K,
2023-10-24T08:15:00+01:00,EUR,High Impact Expected,French Flash Manufacturing PMI,42.6,44.4,44.2,
2023-10-24T08:15:00+01:00,EUR,High Impact Expected,French Flash Services PMI,46.1,44.9,44.4,
2023-10-24T08:30:00+01:00,EUR,High Impact Expected,German Flash Manufacturing PMI,40.7,40.1,39.6,
2023-10-24T08:30:00+01:00,EUR,High Impact Expected,German Flash Services PMI,48.0,50.1,50.3,
2023-10-24T09:00:00+01:00,AUD,High Impact Expected,RBA Gov Bullock Speaks,,,,
2023-10-24T09:30:00+01:00,GBP,High Impact Expected,Flash Manufacturing PMI,45.2,44.7,44.3,
2023-10-24T09:30:00+01:00,GBP,High Impact Expected,Flash Services PMI,49.2,49.4,49.3,
2023-10-24T14:45:00+01:00,USD,High Impact Expected,Flash Services PMI,50.9,49.9,50.1,
2023-10-24T14:45:00+01:00,USD,High Impact Expected,Flash Manufacturing PMI,50.0,49.5,49.8,
2023-10-25T01:30:00+01:00,AUD,High Impact Expected,CPI m/m,1.2%,1.1%,0.8%,
2023-10-25T01:30:00+01:00,AUD,High Impact Expected,CPI y/y,5.6%,5.3%,5.2%,
2023-10-25T01:30:00+01:00,AUD,High Impact Expected,Trimmed Mean CPI m/m,1.2%,1.0%,1.0%,
2023-10-25T09:00:00+01:00,EUR,High Impact Expected,German ifo Business Climate,86.9,85.9,85.8,
2023-10-25T15:00:00+01:00,CAD,High Impact Expected,BOC Monetary Policy Report,,,,
2023-10-25T15:00:00+01:00,CAD,High Impact Expected,BOC Rate Statement,,,,
2023-10-25T15:00:00+01:00,CAD,High Impact Expected,Overnight Rate,5.00%,5.00%,5.00%,
2023-10-25T16:00:00+01:00,CAD,High Impact Expected,BOC Press Conference,,,,
2023-10-25T21:35:00+01:00,USD,High Impact Expected,Fed Chair Powell Speaks,,,,
2023-10-25T23:00:00+01:00,AUD,High Impact Expected,RBA Gov Bullock Speaks,,,,
2023-10-26T13:15:00+01:00,EUR,High Impact Expected,Main Refinancing Rate,4.50%,4.50%,4.50%,
2023-10-26T13:15:00+01:00,EUR,High Impact Expected,Monetary Policy Statement,,,,
2023-10-26T13:30:00+01:00,USD,High Impact Expected,Advance GDP q/q,4.9%,4.5%,2.1%,
2023-10-26T13:30:00+01:00,USD,High Impact Expected,Unemployment Claims,210K,208K,200K,
2023-10-26T13:45:00+01:00,EUR,High Impact Expected,ECB Press Conference,,,,
2023-10-27T13:30:00+01:00,USD,High Impact Expected,Core PCE Price Index m/m,0.3%,0.3%,0.1%,
2023-10-27T15:00:00+01:00,USD,High Impact Expected,Revised UoM Consumer Sentiment,63.8,63.0,63.0,
2023-10-27T23:59:59+01:00,EUR,High Impact Expected,Euro Summit,,,,
2023-10-30T08:00:00+00:00,EUR,High Impact Expected,Spanish Flash CPI y/y,3.5%,3.8%,3.5%,
2023-10-30T19:30:00+00:00,CAD,High Impact Expected,BOC Gov Macklem Speaks,,,,
2023-10-30T23:59:59+00:00,EUR,High Impact Expected,German Prelim CPI m/m,0.0%,0.2%,0.3%,
2023-10-31T01:30:00+00:00,CNY,High Impact Expected,Manufacturing PMI,49.5,50.2,50.2,
2023-10-31T03:28:00+00:00,JPY,High Impact Expected,BOJ Outlook Report,,,,
2023-10-31T03:28:00+00:00,JPY,High Impact Expected,BOJ Policy Rate,-0.10%,-0.10%,-0.10%,
2023-10-31T03:28:00+00:00,JPY,High Impact Expected,Monetary Policy Statement,,,,
2023-10-31T06:40:00+00:00,JPY,High Impact Expected,BOJ Press Conference,,,,
2023-10-31T12:30:00+00:00,CAD,High Impact Expected,GDP m/m,0.0%,0.1%,0.0%,
2023-10-31T12:30:00+00:00,USD,High Impact Expected,Employment Cost Index q/q,1.1%,1.0%,1.0%,
2023-10-31T14:00:00+00:00,USD,High Impact Expected,CB Consumer Confidence,102.6,100.5,104.3,
2023-10-31T21:45:00+00:00,NZD,High Impact Expected,Employment Change q/q,-0.2%,0.4%,1.0%,
2023-10-31T21:45:00+00:00,NZD,High Impact Expected,Unemployment Rate,3.9%,3.9%,3.6%,
2023-11-01T12:15:00+00:00,USD,High Impact Expected,ADP Non-Farm Employment Change,113K,149K,89K,
2023-11-01T14:00:00+00:00,USD,High Impact Expected,ISM Manufacturing PMI,46.7,49.0,49.0,
2023-11-01T14:00:00+00:00,USD,High Impact Expected,JOLTS Job Openings,9.55M,9.34M,9.50M,
2023-11-01T18:00:00+00:00,USD,High Impact Expected,Federal Funds Rate,5.50%,5.50%,5.50%,
2023-11-01T18:00:00+00:00,USD,High Impact Expected,FOMC Statement,,,,
2023-11-01T18:30:00+00:00,USD,High Impact Expected,FOMC Press Conference,,,,
2023-11-01T20:15:00+00:00,CAD,High Impact Expected,BOC Gov Macklem Speaks,,,,
2023-11-02T07:30:00+00:00,CHF,High Impact Expected,CPI m/m,0.1%,0.1%,-0.1%,
2023-11-02T12:00:00+00:00,GBP,High Impact Expected,BOE Monetary Policy Report,,,,
2023-11-02T12:00:00+00:00,GBP,High Impact Expected,Monetary Policy Summary,,,,
2023-11-02T12:00:00+00:00,GBP,High Impact Expected,MPC Official Bank Rate Votes,3-0-6,2-0-7,4-0-5,
2023-11-02T12:00:00+00:00,GBP,High Impact Expected,Official Bank Rate,5.25%,5.25%,5.25%,
2023-11-02T12:30:00+00:00,GBP,High Impact Expected,BOE Gov Bailey Speaks,,,,
2023-11-02T12:30:00+00:00,USD,High Impact Expected,Unemployment Claims,217K,210K,212K,
2023-11-03T12:30:00+00:00,USD,High Impact Expected,Unemployment Rate,3.9%,3.8%,3.8%,
2023-11-03T12:30:00+00:00,USD,High Impact Expected,Non-Farm Employment Change,150K,178K,297K,
2023-11-03T12:30:00+00:00,CAD,High Impact Expected,Employment Change,17.5K,25.7K,63.8K,
2023-11-03T12:30:00+00:00,CAD,High Impact Expected,Unemployment Rate,5.7%,5.6%,5.5%,
2023-11-03T12:30:00+00:00,USD,High Impact Expected,Average Hourly Earnings m/m,0.2%,0.3%,0.3%,
2023-11-03T14:00:00+00:00,USD,High Impact Expected,ISM Services PMI,51.8,53.0,53.6,
2023-11-06T01:05:00+00:00,JPY,High Impact Expected,BOJ Gov Ueda Speaks,,,,
2023-11-07T03:30:00+00:00,AUD,High Impact Expected,Cash Rate,4.35%,4.35%,4.10%,
2023-11-07T03:30:00+00:00,AUD,High Impact Expected,RBA Rate Statement,,,,
2023-11-07T21:00:00+00:00,USD,High Impact Expected,Treasury Currency Report,,,,
2023-11-08T02:25:00+00:00,NZD,High Impact Expected,Inflation Expectations q/q,2.76%,,2.83%,
2023-11-08T09:30:00+00:00,GBP,High Impact Expected,BOE Gov Bailey Speaks,,,,
2023-11-08T14:15:00+00:00,USD,High Impact Expected,Fed Chair Powell Speaks,,,,
2023-11-09T01:30:00+00:00,CNY,High Impact Expected,CPI y/y,-0.2%,-0.1%,0.0%,
2023-11-09T13:30:00+00:00,USD,High Impact Expected,Unemployment Claims,217K,218K,220K,
2023-11-09T19:00:00+00:00,USD,High Impact Expected,Fed Chair Powell Speaks,,,,
2023-11-10T07:00:00+00:00,GBP,High Impact Expected,GDP m/m,0.2%,0.0%,0.1%,
2023-11-10T15:00:00+00:00,USD,High Impact Expected,Prelim UoM Consumer Sentiment,60.4,63.7,63.8,
2023-11-14T07:00:00+00:00,GBP,High Impact Expected,Claimant Count Change,17.8K,15.0K,9.0K,
2023-11-14T13:30:00+00:00,USD,High Impact Expected,CPI y/y,3.2%,3.3%,3.7%,
2023-11-14T13:30:00+00:00,USD,High Impact Expected,CPI m/m,0.0%,0.1%,0.4%,
2023-11-14T13:30:00+00:00,USD,High Impact Expected,Core CPI m/m,0.2%,0.3%,0.3%,
2023-11-15T00:30:00+00:00,AUD,High Impact Expected,Wage Price Index q/q,1.3%,1.3%,0.9%,
2023-11-15T02:00:00+00:00,CNY,High Impact Expected,Industrial Production y/y,4.6%,4.5%,4.5%,
2023-11-15T07:00:00+00:00,GBP,High Impact Expected,CPI y/y,4.6%,4.7%,6.7%,
2023-11-15T13:30:00+00:00,USD,High Impact Expected,Retail Sales m/m,-0.1%,-0.3%,0.9%,
2023-11-15T13:30:00+00:00,USD,High Impact Expected,Empire State Manufacturing Index,9.1,-3.3,-4.6,
2023-11-15T13:30:00+00:00,USD,High Impact Expected,PPI m/m,-0.5%,0.1%,0.4%,
2023-11-15T13:30:00+00:00,USD,High Impact Expected,Core PPI m/m,0.0%,0.3%,0.2%,
2023-11-15T13:30:00+00:00,USD,High Impact Expected,Core Retail Sales m/m,0.1%,-0.1%,0.8%,
2023-11-16T00:30:00+00:00,AUD,High Impact Expected,Employment Change,55.0K,22.8K,7.8K,
2023-11-16T00:30:00+00:00,AUD,High Impact Expected,Unemployment Rate,3.7%,3.7%,3.6%,
2023-11-16T13:30:00+00:00,USD,High Impact Expected,Unemployment Claims,231K,221K,218K,
2023-11-17T07:00:00+00:00,GBP,High Impact Expected,Retail Sales m/m,-0.3%,0.5%,-1.1%,
2023-11-20T18:45:00+00:00,GBP,High Impact Expected,BOE Gov Bailey Speaks,,,,
2023-11-20T23:00:00+00:00,AUD,High Impact Expected,RBA Gov Bullock Speaks,,,,
2023-11-21T00:30:00+00:00,AUD,High Impact Expected,Monetary Policy Meeting Minutes,,,,
2023-11-21T13:30:00+00:00,CAD,High Impact Expected,Trimmed CPI y/y,3.5%,3.6%,3.7%,
2023-11-21T13:30:00+00:00,CAD,High Impact Expected,Median CPI y/y,3.6%,3.6%,3.9%,
2023-11-21T13:30:00+00:00,CAD,High Impact Expected,CPI m/m,0.1%,0.1%,-0.1%,
2023-11-21T19:00:00+00:00,USD,High Impact Expected,FOMC Meeting Minutes,,,,
2023-11-22T08:35:00+00:00,AUD,High Impact Expected,RBA Gov Bullock Speaks,,,,
2023-11-22T13:30:00+00:00,USD,High Impact Expected,Unemployment Claims,209K,226K,233K,
2023-11-22T15:00:00+00:00,USD,High Impact Expected,Revised UoM Consumer Sentiment,61.3,61.1,60.4,
2023-11-22T16:30:00+00:00,CAD,High Impact Expected,BOC Gov Macklem Speaks,,,,
2023-11-23T08:15:00+00:00,EUR,High Impact Expected,French Flash Manufacturing PMI,42.6,43.2,42.8,
2023-11-23T08:15:00+00:00,EUR,High Impact Expected,French Flash Services PMI,45.3,45.6,45.2,
2023-11-23T08:30:00+00:00,EUR,High Impact Expected,German Flash Services PMI,48.7,48.4,48.2,
2023-11-23T08:30:00+00:00,EUR,High Impact Expected,German Flash Manufacturing PMI,42.3,41.1,40.8,
2023-11-23T09:30:00+00:00,GBP,High Impact Expected,Flash Manufacturing PMI,46.7,45.0,44.8,
2023-11-23T09:30:00+00:00,GBP,High Impact Expected,Flash Services PMI,50.5,49.5,49.5,
2023-11-24T14:45:00+00:00,USD,High Impact Expected,Flash Manufacturing PMI,49.4,49.9,50.0,
2023-11-24T14:45:00+00:00,USD,High Impact Expected,Flash Services PMI,50.8,50.4,50.6,
2023-11-28T01:18:00+00:00,AUD,High Impact Expected,RBA Gov Bullock Speaks,,,,
2023-11-28T15:00:00+00:00,USD,High Impact Expected,CB Consumer Confidence,102.0,101.0,99.1,
2023-11-29T00:30:00+00:00,AUD,High Impact Expected,CPI y/y,4.9%,5.2%,5.6%,
2023-11-29T01:00:00+00:00,NZD,High Impact Expected,RBNZ Rate Statement,,,,
2023-11-29T01:00:00+00:00,NZD,High Impact Expected,Official Cash Rate,5.50%,5.50%,5.50%,
2023-11-29T01:00:00+00:00,NZD,High Impact Expected,RBNZ Monetary Policy Statement,,,,
2023-11-29T02:00:00+00:00,NZD,High Impact Expected,RBNZ Press Conference,,,,
2023-11-29T08:00:00+00:00,EUR,High Impact Expected,Spanish Flash CPI y/y,3.2%,3.6%,3.5%,
2023-11-29T13:30:00+00:00,USD,High Impact Expected,Prelim GDP q/q,5.2%,5.0%,4.9%,
2023-11-29T15:05:00+00:00,GBP,High Impact Expected,BOE Gov Bailey Speaks,,,,
2023-11-29T23:59:59+00:00,EUR,High Impact Expected,German Prelim CPI m/m,-0.4%,-0.1%,0.0%,
2023-11-30T01:30:00+00:00,CNY,High Impact Expected,Manufacturing PMI,49.4,49.8,49.5,
2023-11-30T13:30:00+00:00,CAD,High Impact Expected,GDP m/m,0.1%,0.0%,0.0%,
2023-11-30T13:30:00+00:00,USD,High Impact Expected,Core PCE Price Index m/m,0.2%,0.2%,0.3%,
2023-11-30T13:30:00+00:00,USD,High Impact Expected,Unemployment Claims,218K,219K,211K,
2023-11-30T23:59:59+00:00,All,High Impact Expected,OPEC-JMMC Meetings,,,,
2023-12-01T13:30:00+00:00,CAD,High Impact Expected,Unemployment Rate,5.8%,5.8%,5.7%,
2023-12-01T13:30:00+00:00,CAD,High Impact Expected,Employment Change,24.9K,14.2K,17.5K,
2023-12-01T15:00:00+00:00,USD,High Impact Expected,ISM Manufacturing PMI,46.7,47.9,46.7,
2023-12-01T16:00:00+00:00,USD,High Impact Expected,Fed Chair Powell Speaks,,,,
2023-12-01T19:00:00+00:00,USD,High Impact Expected,Fed Chair Powell Speaks,,,,
2023-12-04T07:30:00+00:00,CHF,High Impact Expected,CPI m/m,-0.2%,0.0%,0.1%,
2023-12-05T03:30:00+00:00,AUD,High Impact Expected,Cash Rate,4.35%,4.35%,4.35%,
2023-12-05T03:30:00+00:00,AUD,High Impact Expected,RBA Rate Statement,,,,
2023-12-05T15:00:00+00:00,USD,High Impact Expected,ISM Services PMI,52.7,52.2,51.8,
2023-12-05T15:00:00+00:00,USD,High Impact Expected,JOLTS Job Openings,8.73M,9.31M,9.35M,
2023-12-06T00:30:00+00:00,AUD,High Impact Expected,GDP q/q,0.2%,0.5%,0.4%,
2023-12-06T11:00:00+00:00,GBP,High Impact Expected,BOE Gov Bailey Speaks,,,,
2023-12-06T13:15:00+00:00,USD,High Impact Expected,ADP Non-Farm Employment Change,103K,131K,106K,
2023-12-06T15:00:00+00:00,CAD,High Impact Expected,BOC Rate Statement,,,,
2023-12-06T15:00:00+00:00,CAD,High Impact Expected,Overnight Rate,5.00%,5.00%,5.00%,
2023-12-07T13:30:00+00:00,USD,High Impact Expected,Unemployment Claims,220K,221K,219K,
2023-12-08T13:30:00+00:00,USD,High Impact Expected,Average Hourly Earnings m/m,0.4%,0.3%,0.2%,
2023-12-08T13:30:00+00:00,USD,High Impact Expected,Non-Farm Employment Change,199K,184K,150K,
2023-12-08T13:30:00+00:00,USD,High Impact Expected,Unemployment Rate,3.7%,3.9%,3.9%,
2023-12-08T15:00:00+00:00,USD,High Impact Expected,Prelim UoM Consumer Sentiment,69.4,62.0,61.3,
2023-12-09T01:30:00+00:00,CNY,High Impact Expected,CPI y/y,-0.5%,-0.2%,-0.2%,
2023-12-11T22:20:00+00:00,AUD,High Impact Expected,RBA Gov Bullock Speaks,,,,
2023-12-12T07:00:00+00:00,GBP,High Impact Expected,Claimant Count Change,16.0K,20.3K,8.9K,
2023-12-12T13:30:00+00:00,USD,High Impact Expected,Core CPI m/m,0.3%,0.3%,0.2%,
2023-12-12T13:30:00+00:00,USD,High Impact Expected,CPI m/m,0.1%,0.0%,0.0%,
2023-12-12T13:30:00+00:00,USD,High Impact Expected,CPI y/y,3.1%,3.1%,3.2%,
2023-12-13T07:00:00+00:00,GBP,High Impact Expected,GDP m/m,-0.3%,-0.1%,0.2%,
2023-12-13T13:30:00+00:00,USD,High Impact Expected,Core PPI m/m,0.0%,0.2%,0.0%,
2023-12-13T13:30:00+00:00,USD,High Impact Expected,PPI m/m,0.0%,0.0%,-0.4%,
2023-12-13T19:00:00+00:00,USD,High Impact Expected,FOMC Economic Projections,,,,
2023-12-13T19:00:00+00:00,USD,High Impact Expected,FOMC Statement,,,,
2023-12-13T19:00:00+00:00,USD,High Impact Expected,Federal Funds Rate,5.50%,5.50%,5.50%,
2023-12-13T19:30:00+00:00,USD,High Impact Expected,FOMC Press Conference,,,,
2023-12-13T21:45:00+00:00,NZD,High Impact Expected,GDP q/q,-0.3%,0.2%,0.5%,
2023-12-14T00:30:00+00:00,AUD,High Impact Expected,Employment Change,61.5K,10.6K,42.7K,
2023-12-14T00:30:00+00:00,AUD,High Impact Expected,Unemployment Rate,3.9%,3.8%,3.8%,
2023-12-14T08:30:00+00:00,CHF,High Impact Expected,SNB Monetary Policy Assessment,,,,
2023-12-14T08:30:00+00:00,CHF,High Impact Expected,SNB Policy Rate,1.75%,1.75%,1.75%,
2023-12-14T09:00:00+00:00,CHF,High Impact Expected,SNB Press Conference,,,,
2023-12-14T12:00:00+00:00,GBP,High Impact Expected,MPC Official Bank Rate Votes,3-0-6,2-0-7,3-0-6,
2023-12-14T12:00:00+00:00,GBP,High Impact Expected,Official Bank Rate,5.25%,5.25%,5.25%,
2023-12-14T12:00:00+00:00,GBP,High Impact Expected,Monetary Policy Summary,,,,
2023-12-14T13:00:00+00:00,GBP,High Impact Expected,BOE Gov Bailey Speaks,,,,
2023-12-14T13:15:00+00:00,EUR,High Impact Expected,Main Refinancing Rate,4.50%,4.50%,4.50%,
2023-12-14T13:15:00+00:00,EUR,High Impact Expected,Monetary Policy Statement,,,,
2023-12-14T13:30:00+00:00,USD,High Impact Expected,Core Retail Sales m/m,0.2%,-0.1%,0.0%,
2023-12-14T13:30:00+00:00,USD,High Impact Expected,Retail Sales m/m,0.3%,-0.1%,-0.2%,
2023-12-14T13:30:00+00:00,USD,High Impact Expected,Unemployment Claims,202K,219K,221K,
2023-12-14T13:45:00+00:00,EUR,High Impact Expected,ECB Press Conference,,,,
2023-12-15T02:00:00+00:00,CNY,High Impact Expected,Industrial Production y/y,6.6%,5.7%,4.6%,
2023-12-15T08:15:00+00:00,EUR,High Impact Expected,French Flash Manufacturing PMI,42.0,43.3,42.9,
2023-12-15T08:15:00+00:00,EUR,High Impact Expected,French Flash Services PMI,44.3,46.1,45.4,
2023-12-15T08:30:00+00:00,EUR,High Impact Expected,German Flash Manufacturing PMI,43.1,43.1,42.6,
2023-12-15T08:30:00+00:00,EUR,High Impact Expected,German Flash Services PMI,48.4,49.9,49.6,
2023-12-15T09:30:00+00:00,GBP,High Impact Expected,Flash Manufacturing PMI,46.4,47.6,47.2,
2023-12-15T09:30:00+00:00,GBP,High Impact Expected,Flash Services PMI,52.7,51.0,50.9,
2023-12-15T13:30:00+00:00,USD,High Impact Expected,Empire State Manufacturing Index,-14.5,2.0,9.1,
2023-12-15T14:45:00+00:00,USD,High Impact Expected,Flash Services PMI,51.3,50.7,50.8,
2023-12-15T14:45:00+00:00,USD,High Impact Expected,Flash Manufacturing PMI,48.2,49.5,49.4,
2023-12-15T17:25:00+00:00,CAD,High Impact Expected,BOC Gov Macklem Speaks,,,,
2023-12-19T00:30:00+00:00,AUD,High Impact Expected,Monetary Policy Meeting Minutes,,,,
2023-12-19T02:49:00+00:00,JPY,High Impact Expected,Monetary Policy Statement,,,,
2023-12-19T06:30:00+00:00,JPY,High Impact Expected,BOJ Press Conference,,,,
2023-12-19T13:30:00+00:00,CAD,High Impact Expected,CPI m/m,0.1%,-0.1%,0.1%,
2023-12-19T13:30:00+00:00,CAD,High Impact Expected,Median CPI y/y,3.4%,3.3%,3.4%,
2023-12-19T13:30:00+00:00,CAD,High Impact Expected,Trimmed CPI y/y,3.5%,3.4%,3.5%,
2023-12-20T07:00:00+00:00,GBP,High Impact Expected,CPI y/y,3.9%,4.3%,4.6%,
2023-12-20T15:00:00+00:00,USD,High Impact Expected,CB Consumer Confidence,110.7,104.6,101.0,
2023-12-21T13:30:00+00:00,USD,High Impact Expected,Final GDP q/q,4.9%,5.2%,5.2%,
2023-12-21T13:30:00+00:00,USD,High Impact Expected,Unemployment Claims,205K,214K,203K,
2023-12-22T07:00:00+00:00,GBP,High Impact Expected,Retail Sales m/m,1.3%,0.4%,0.0%,
2023-12-22T13:30:00+00:00,CAD,High Impact Expected,GDP m/m,0.0%,0.2%,0.0%,
2023-12-22T13:30:00+00:00,USD,High Impact Expected,Core PCE Price Index m/m,0.1%,0.2%,0.1%,
2023-12-22T15:00:00+00:00,USD,High Impact Expected,Revised UoM Consumer Sentiment,69.7,69.4,69.4,
2024-01-03T15:00:00+00:00,USD,High Impact Expected,JOLTS Job Openings,8.79M,8.84M,8.85M,
2024-01-03T15:00:00+00:00,USD,High Impact Expected,ISM Manufacturing PMI,47.4,47.2,46.7,
2024-01-03T19:00:00+00:00,USD,High Impact Expected,FOMC Meeting Minutes,,,,
2024-01-04T13:15:00+00:00,USD,High Impact Expected,ADP Non-Farm Employment Change,164K,120K,101K,
2024-01-04T13:30:00+00:00,USD,High Impact Expected,Unemployment Claims,202K,217K,220K,
2024-01-04T23:59:59+00:00,EUR,High Impact Expected,German Prelim CPI m/m,0.1%,0.2%,-0.4%,
2024-01-05T13:30:00+00:00,CAD,High Impact Expected,Employment Change,0.1K,12.2K,24.9K,
2024-01-05T13:30:00+00:00,CAD,High Impact Expected,Unemployment Rate,5.8%,5.9%,5.8%,
2024-01-05T13:30:00+00:00,USD,High Impact Expected,Average Hourly Earnings m/m,0.4%,0.3%,0.4%,
2024-01-05T13:30:00+00:00,USD,High Impact Expected,Non-Farm Employment Change,216K,168K,173K,
2024-01-05T13:30:00+00:00,USD,High Impact Expected,Unemployment Rate,3.7%,3.8%,3.7%,
2024-01-05T15:00:00+00:00,USD,High Impact Expected,ISM Services PMI,50.6,52.5,52.7,
2024-01-08T07:30:00+00:00,CHF,High Impact Expected,CPI m/m,0.0%,-0.1%,-0.2%,
2024-01-10T00:30:00+00:00,AUD,High Impact Expected,CPI y/y,4.3%,4.4%,4.9%,
2024-01-10T14:15:00+00:00,GBP,High Impact Expected,BOE Gov Bailey Speaks,,,,
2024-01-11T13:30:00+00:00,USD,High Impact Expected,Core CPI m/m,0.3%,0.3%,0.3%,
2024-01-11T13:30:00+00:00,USD,High Impact Expected,CPI m/m,0.3%,0.2%,0.1%,
2024-01-11T13:30:00+00:00,USD,High Impact Expected,CPI y/y,3.4%,3.2%,3.1%,
2024-01-11T13:30:00+00:00,USD,High Impact Expected,Unemployment Claims,202K,209K,203K,
2024-01-12T01:30:00+00:00,CNY,High Impact Expected,CPI y/y,-0.3%,-0.4%,-0.5%,
2024-01-12T07:00:00+00:00,GBP,High Impact Expected,GDP m/m,0.3%,0.2%,-0.3%,
2024-01-12T13:30:00+00:00,USD,High Impact Expected,PPI m/m,-0.1%,0.1%,-0.1%,
2024-01-12T13:30:00+00:00,USD,High Impact Expected,Core PPI m/m,0.0%,0.2%,0.0%,
2024-01-16T07:00:00+00:00,GBP,High Impact Expected,Claimant Count Change,11.7K,18.1K,0.6K,
2024-01-16T13:30:00+00:00,CAD,High Impact Expected,CPI m/m,-0.3%,-0.3%,0.1%,
2024-01-16T13:30:00+00:00,CAD,High Impact Expected,Median CPI y/y,3.6%,3.3%,3.6%,
2024-01-16T13:30:00+00:00,CAD,High Impact Expected,Trimmed CPI y/y,3.7%,3.4%,3.5%,
2024-01-16T13:30:00+00:00,USD,High Impact Expected,Empire State Manufacturing Index,-43.7,-4.9,-14.5,
2024-01-16T15:00:00+00:00,GBP,High Impact Expected,BOE Gov Bailey Speaks,,,,
2024-01-17T02:00:00+00:00,CNY,High Impact Expected,Industrial Production y/y,6.8%,6.6%,6.6%,
2024-01-17T07:00:00+00:00,GBP,High Impact Expected,CPI y/y,4.0%,3.8%,3.9%,
2024-01-17T13:30:00+00:00,USD,High Impact Expected,Core Retail Sales m/m,0.4%,0.2%,0.2%,
2024-01-17T13:30:00+00:00,USD,High Impact Expected,Retail Sales m/m,0.6%,0.4%,0.3%,
2024-01-18T00:30:00+00:00,AUD,High Impact Expected,Employment Change,-65.1K,15.4K,72.6K,
2024-01-18T00:30:00+00:00,AUD,High Impact Expected,Unemployment Rate,3.9%,3.9%,3.9%,
2024-01-18T13:30:00+00:00,USD,High Impact Expected,Unemployment Claims,187K,206K,203K,
2024-01-19T07:00:00+00:00,GBP,High Impact Expected,Retail Sales m/m,-3.2%,-0.5%,1.4%,
2024-01-19T15:00:00+00:00,USD,High Impact Expected,Prelim UoM Consumer Sentiment,78.8,69.8,69.7,
2024-01-23T03:09:00+00:00,JPY,High Impact Expected,BOJ Outlook Report,,,,
2024-01-23T03:09:00+00:00,JPY,High Impact Expected,Monetary Policy Statement,,,,
