DateTime,Currency,Impact,Event,Actual,Forecast,Previous,Detail
2022-02-16T07:00:00+00:00,GBP,High Impact Expected,CPI y/y,5.5%,5.4%,5.4%,
2022-02-16T13:30:00+00:00,USD,High Impact Expected,Retail Sales m/m,3.8%,2.1%,-2.5%,
2022-02-16T13:30:00+00:00,USD,High Impact Expected,Core Retail Sales m/m,3.3%,1.0%,-2.8%,
2022-02-16T13:30:00+00:00,CAD,High Impact Expected,CPI m/m,0.9%,0.6%,-0.1%,
2022-02-16T19:00:00+00:00,USD,High Impact Expected,FOMC Meeting Minutes,,,,
2022-02-17T00:30:00+00:00,AUD,High Impact Expected,Employment Change,12.9K,0.0K,64.8K,
2022-02-17T00:30:00+00:00,AUD,High Impact Expected,Unemployment Rate,4.2%,4.2%,4.2%,
2022-02-21T08:30:00+00:00,EUR,High Impact Expected,German Flash Manufacturing PMI,58.5,59.6,59.8,
2022-02-21T08:30:00+00:00,EUR,High Impact Expected,German Flash Services PMI,56.6,53.2,52.2,
2022-02-23T01:00:00+00:00,NZD,High Impact Expected,Official Cash Rate,1.00%,1.00%,0.75%,
2022-02-23T01:00:00+00:00,NZD,High Impact Expected,RBNZ Monetary Policy Statement,,,,
2022-02-23T01:00:00+00:00,NZD,High Impact Expected,RBNZ Rate Statement,,,,
2022-02-23T02:00:00+00:00,NZD,High Impact Expected,RBNZ Press Conference,,,,
2022-02-23T09:30:00+00:00,GBP,High Impact Expected,Monetary Policy Report Hearings,,,,
2022-02-24T13:30:00+00:00,USD,High Impact Expected,Prelim GDP q/q,7.0%,7.0%,6.9%,
2022-02-25T13:30:00+00:00,USD,High Impact Expected,Core PCE Price Index m/m,0.5%,0.5%,0.5%,
2022-03-01T03:30:00+00:00,AUD,High Impact Expected,Cash Rate,0.10%,0.10%,0.10%,
2022-03-01T03:30:00+00:00,AUD,High Impact Expected,RBA Rate Statement,,,,
2022-03-01T13:30:00+00:00,CAD,High Impact Expected,GDP m/m,0.0%,0.0%,0.6%,
2022-03-01T15:00:00+00:00,USD,High Impact Expected,ISM Manufacturing PMI,58.6,58.0,57.6,
2022-03-02T00:30:00+00:00,AUD,High Impact Expected,GDP q/q,3.4%,3.5%,-1.9%,
2022-03-02T13:17:00+00:00,USD,High Impact Expected,ADP Non-Farm Employment Change,475K,378K,509K,
2022-03-02T15:00:00+00:00,CAD,High Impact Expected,BOC Rate Statement,,,,
2022-03-02T15:00:00+00:00,CAD,High Impact Expected,Overnight Rate,0.50%,0.50%,0.25%,
2022-03-02T15:00:00+00:00,USD,High Impact Expected,Fed Chair Powell Testifies,,,,
2022-03-02T23:59:59+00:00,All,High Impact Expected,OPEC-JMMC Meetings,,,,
2022-03-03T15:00:00+00:00,USD,High Impact Expected,Fed Chair Powell Testifies,,,,
2022-03-03T15:00:00+00:00,USD,High Impact Expected,ISM Services PMI,56.5,61.2,59.9,
2022-03-03T16:30:00+00:00,CAD,High Impact Expected,BOC Gov Macklem Speaks,,,,
2022-03-03T20:30:00+00:00,CAD,High Impact Expected,BOC Gov Macklem Speaks,,,,
2022-03-04T13:30:00+00:00,USD,High Impact Expected,Unemployment Rate,3.8%,3.9%,4.0%,
2022-03-04T13:30:00+00:00,USD,High Impact Expected,Average Hourly Earnings m/m,0.0%,0.5%,0.6%,
2022-03-04T13:30:00+00:00,USD,High Impact Expected,Non-Farm Employment Change,678K,407K,481K,
2022-03-08T22:15:00+00:00,AUD,High Impact Expected,RBA Gov Lowe Speaks,,,,
2022-03-09T15:00:00+00:00,USD,High Impact Expected,JOLTS Job Openings,11.26M,10.96M,11.45M,
2022-03-10T12:30:00+00:00,USD,High Impact Expected,CPI y/y,7.9%,7.9%,7.5%,
2022-03-10T12:45:00+00:00,EUR,High Impact Expected,Main Refinancing Rate,0.00%,0.00%,0.00%,
2022-03-10T12:45:00+00:00,EUR,High Impact Expected,Monetary Policy Statement,,,,
2022-03-10T13:30:00+00:00,EUR,High Impact Expected,ECB Press Conference,,,,
2022-03-10T13:30:00+00:00,USD,High Impact Expected,Core CPI m/m,0.5%,0.5%,0.6%,
2022-03-10T13:30:00+00:00,USD,High Impact Expected,CPI m/m,0.8%,0.8%,0.6%,
2022-03-10T21:45:00+00:00,AUD,High Impact Expected,RBA Gov Lowe Speaks,,,,
2022-03-11T13:30:00+00:00,CAD,High Impact Expected,Employment Change,336.6K,132.0K,-200.1K,
2022-03-11T13:30:00+00:00,CAD,High Impact Expected,Unemployment Rate,5.5%,6.2%,6.5%,
2022-03-11T15:00:00+00:00,USD,High Impact Expected,Prelim UoM Consumer Sentiment,59.7,61.4,62.8,
2022-03-15T00:30:00+00:00,AUD,High Impact Expected,Monetary Policy Meeting Minutes,,,,
2022-03-15T12:30:00+00:00,USD,High Impact Expected,PPI m/m,0.8%,1.0%,1.0%,
2022-03-16T12:30:00+00:00,USD,High Impact Expected,Retail Sales m/m,0.3%,0.4%,4.9%,
2022-03-16T12:30:00+00:00,USD,High Impact Expected,Core Retail Sales m/m,0.2%,0.9%,4.4%,
2022-03-16T12:30:00+00:00,CAD,High Impact Expected,CPI m/m,1.0%,0.9%,0.9%,
2022-03-16T18:00:00+00:00,USD,High Impact Expected,Federal Funds Rate,0.50%,0.50%,<0.25%,
2022-03-16T18:00:00+00:00,USD,High Impact Expected,FOMC Economic Projections,,,,
2022-03-16T18:00:00+00:00,USD,High Impact Expected,FOMC Statement,,,,
2022-03-16T18:30:00+00:00,USD,High Impact Expected,FOMC Press Conference,,,,
2022-03-16T21:45:00+00:00,NZD,High Impact Expected,GDP q/q,3.0%,3.3%,-3.6%,
2022-03-17T00:30:00+00:00,AUD,High Impact Expected,Employment Change,77.4K,36.0K,28.3K,
2022-03-17T00:30:00+00:00,AUD,High Impact Expected,Unemployment Rate,4.0%,4.1%,4.2%,
2022-03-17T12:00:00+00:00,GBP,High Impact Expected,Official Bank Rate,0.75%,0.75%,0.50%,
2022-03-17T12:00:00+00:00,GBP,High Impact Expected,Monetary Policy Summary,,,,
2022-03-17T12:00:00+00:00,GBP,High Impact Expected,MPC Official Bank Rate Votes,8-0-1,9-0-0,9-0-0,
2022-03-21T16:30:00+00:00,USD,High Impact Expected,Fed Chair Powell Speaks,,,,
2022-03-23T07:00:00+00:00,GBP,High Impact Expected,CPI y/y,6.2%,6.0%,5.5%,
2022-03-23T12:00:00+00:00,GBP,High Impact Expected,BOE Gov Bailey Speaks,,,,
2022-03-23T12:00:00+00:00,USD,High Impact Expected,Fed Chair Powell Speaks,,,,
2022-03-23T12:43:00+00:00,GBP,High Impact Expected,Annual Budget Release,,,,
2022-03-24T08:30:00+00:00,EUR,High Impact Expected,German Flash Services PMI,55.0,53.6,55.8,
2022-03-24T08:30:00+00:00,EUR,High Impact Expected,German Flash Manufacturing PMI,57.6,55.9,58.4,
2022-03-24T08:30:00+00:00,CHF,High Impact Expected,SNB Monetary Policy Assessment,,,,
2022-03-28T12:00:00+01:00,GBP,High Impact Expected,BOE Gov Bailey Speaks,,,,
2022-03-29T15:00:00+01:00,USD,High Impact Expected,JOLTS Job Openings,11.27M,11.00M,11.28M,
2022-03-30T13:15:00+01:00,USD,High Impact Expected,ADP Non-Farm Employment Change,455K,455K,486K,
2022-03-31T13:30:00+01:00,CAD,High Impact Expected,GDP m/m,0.2%,0.2%,0.1%,
2022-03-31T13:30:00+01:00,USD,High Impact Expected,Core PCE Price Index m/m,0.4%,0.4%,0.5%,
2022-04-01T13:30:00+01:00,USD,High Impact Expected,Non-Farm Employment Change,431K,492K,750K,
2022-04-01T13:30:00+01:00,USD,High Impact Expected,Unemployment Rate,3.6%,3.7%,3.8%,
2022-04-01T13:30:00+01:00,USD,High Impact Expected,Average Hourly Earnings m/m,0.4%,0.4%,0.1%,
2022-04-01T15:00:00+01:00,USD,High Impact Expected,ISM Manufacturing PMI,57.1,58.9,58.6,
2022-04-05T05:30:00+01:00,AUD,High Impact Expected,Cash Rate,0.10%,0.10%,0.10%,
2022-04-05T05:30:00+01:00,AUD,High Impact Expected,RBA Rate Statement,,,,
2022-04-05T15:00:00+01:00,USD,High Impact Expected,ISM Services PMI,58.3,58.6,56.5,
2022-04-06T19:00:00+01:00,USD,High Impact Expected,FOMC Meeting Minutes,,,,
2022-04-08T13:30:00+01:00,CAD,High Impact Expected,Employment Change,72.5K,77.5K,336.6K,
2022-04-08T13:30:00+01:00,CAD,High Impact Expected,Unemployment Rate,5.3%,5.4%,5.5%,
2022-04-10T23:59:59+01:00,EUR,High Impact Expected,French Presidential Election,,,,
2022-04-12T13:30:00+01:00,USD,High Impact Expected,CPI y/y,8.5%,8.4%,7.9%,
2022-04-12T13:30:00+01:00,USD,High Impact Expected,Core CPI m/m,0.3%,0.5%,0.5%,
2022-04-12T13:30:00+01:00,USD,High Impact Expected,CPI m/m,1.2%,1.2%,0.8%,
2022-04-13T03:00:00+01:00,NZD,High Impact Expected,Official Cash Rate,1.50%,1.25%,1.00%,
2022-04-13T03:00:00+01:00,NZD,High Impact Expected,RBNZ Rate Statement,,,,
2022-04-13T07:00:00+01:00,GBP,High Impact Expected,CPI y/y,7.0%,6.7%,6.2%,
2022-04-13T13:30:00+01:00,USD,High Impact Expected,PPI m/m,1.4%,1.1%,0.8%,
2022-04-13T15:00:00+01:00,CAD,High Impact Expected,BOC Monetary Policy Report,,,,
2022-04-13T15:00:00+01:00,CAD,High Impact Expected,BOC Rate Statement,,,,
2022-04-13T15:00:00+01:00,CAD,High Impact Expected,Overnight Rate,1.00%,1.00%,0.50%,
2022-04-13T16:00:00+01:00,CAD,High Impact Expected,BOC Press Conference,,,,
2022-04-14T02:30:00+01:00,AUD,High Impact Expected,Employment Change,17.9K,30.0K,77.4K,
2022-04-14T02:30:00+01:00,AUD,High Impact Expected,Unemployment Rate,4.0%,3.9%,4.0%,
2022-04-14T12:45:00+01:00,EUR,High Impact Expected,Main Refinancing Rate,0.00%,0.00%,0.00%,
2022-04-14T12:45:00+01:00,EUR,High Impact Expected,Monetary Policy Statement,,,,
2022-04-14T13:30:00+01:00,USD,High Impact Expected,Core Retail Sales m/m,1.1%,1.0%,0.6%,
2022-04-14T13:30:00+01:00,EUR,High Impact Expected,ECB Press Conference,,,,
2022-04-14T13:30:00+01:00,USD,High Impact Expected,Retail Sales m/m,0.5%,0.6%,0.8%,
2022-04-18T03:00:00+01:00,CNY,High Impact Expected,GDP q/y,4.8%,4.2%,4.0%,
2022-04-18T21:00:00+01:00,NZD,High Impact Expected,RBNZ Gov Orr Speaks,,,,
2022-04-20T13:30:00+01:00,CAD,High Impact Expected,CPI m/m,1.4%,0.9%,1.0%,
2022-04-20T23:45:00+01:00,NZD,High Impact Expected,CPI q/q,1.8%,2.0%,1.4%,
2022-04-21T17:30:00+01:00,GBP,High Impact Expected,BOE Gov Bailey Speaks,,,,
2022-04-21T18:00:00+01:00,USD,High Impact Expected,Fed Chair Powell Speaks,,,,
2022-04-22T08:30:00+01:00,EUR,High Impact Expected,German Flash Manufacturing PMI,54.1,54.6,56.9,
2022-04-22T08:30:00+01:00,EUR,High Impact Expected,German Flash Services PMI,57.9,55.4,56.1,
2022-04-22T15:30:00+01:00,GBP,High Impact Expected,BOE Gov Bailey Speaks,,,,
2022-04-24T23:59:59+01:00,EUR,High Impact Expected,French Presidential Election,,,,
2022-04-25T16:00:00+01:00,CAD,High Impact Expected,BOC Gov Macklem Speaks,,,,
2022-04-27T02:30:00+01:00,AUD,High Impact Expected,CPI m/m,2.1%,1.7%,1.3%,
2022-04-27T02:30:00+01:00,AUD,High Impact Expected,Trimmed Mean CPI m/m,1.4%,1.2%,1.0%,
2022-04-27T23:30:00+01:00,CAD,High Impact Expected,BOC Gov Macklem Speaks,,,,
2022-04-28T04:11:00+01:00,JPY,High Impact Expected,BOJ Outlook Report,,,,
2022-04-28T13:30:00+01:00,USD,High Impact Expected,Advance GDP q/q,-1.4%,1.1%,6.9%,
2022-04-29T13:30:00+01:00,USD,High Impact Expected,Core PCE Price Index m/m,0.3%,0.3%,0.3%,
2022-05-02T15:00:00+01:00,USD,High Impact Expected,ISM Manufacturing PMI,55.4,57.5,57.1,
2022-05-03T05:30:00+01:00,AUD,High Impact Expected,RBA Rate Statement,,,,
2022-05-03T05:30:00+01:00,AUD,High Impact Expected,Cash Rate,0.35%,0.25%,0.10%,
2022-05-03T07:30:00+01:00,AUD,High Impact Expected,RBA Gov Lowe Speaks,,,,
2022-05-03T15:00:00+01:00,USD,High Impact Expected,JOLTS Job Openings,11.55M,11.19M,11.34M,
2022-05-03T23:45:00+01:00,NZD,High Impact Expected,Employment Change q/q,0.1%,0.1%,0.0%,
2022-05-03T23:45:00+01:00,NZD,High Impact Expected,Unemployment Rate,3.2%,3.2%,3.2%,
2022-05-04T00:00:00+01:00,NZD,High Impact Expected,RBNZ Gov Orr Speaks,,,,
2022-05-04T13:15:00+01:00,USD,High Impact Expected,ADP Non-Farm Employment Change,247K,382K,479K,
2022-05-04T19:00:00+01:00,USD,High Impact Expected,FOMC Statement,,,,
2022-05-04T19:00:00+01:00,USD,High Impact Expected,Federal Funds Rate,1.00%,1.00%,0.50%,
2022-05-04T19:30:00+01:00,USD,High Impact Expected,FOMC Press Conference,,,,
2022-05-05T12:00:00+01:00,GBP,High Impact Expected,BOE Monetary Policy Report,,,,
2022-05-05T12:00:00+01:00,GBP,High Impact Expected,Monetary Policy Summary,,,,
2022-05-05T12:00:00+01:00,GBP,High Impact Expected,MPC Official Bank Rate Votes,9-0-0,8-0-1,8-0-1,
2022-05-05T12:00:00+01:00,GBP,High Impact Expected,Official Bank Rate,1.00%,1.00%,0.75%,
2022-05-05T12:30:00+01:00,GBP,High Impact Expected,BOE Gov Bailey Speaks,,,,
2022-05-06T02:30:00+01:00,AUD,High Impact Expected,RBA Monetary Policy Statement,,,,
2022-05-06T13:30:00+01:00,USD,High Impact Expected,Unemployment Rate,3.6%,3.5%,3.6%,
2022-05-06T13:30:00+01:00,USD,High Impact Expected,Average Hourly Earnings m/m,0.3%,0.4%,0.5%,
2022-05-06T13:30:00+01:00,USD,High Impact Expected,Non-Farm Employment Change,428K,390K,428K,
2022-05-06T13:30:00+01:00,CAD,High Impact Expected,Unemployment Rate,5.2%,5.2%,5.3%,
2022-05-06T13:30:00+01:00,CAD,High Impact Expected,Employment Change,15.3K,39.5K,72.5K,
2022-05-11T13:30:00+01:00,USD,High Impact Expected,Core CPI m/m,0.6%,0.4%,0.3%,
2022-05-11T13:30:00+01:00,USD,High Impact Expected,CPI m/m,0.3%,0.2%,1.2%,
2022-05-11T13:30:00+01:00,USD,High Impact Expected,CPI y/y,8.3%,8.1%,8.5%,
2022-05-12T13:30:00+01:00,USD,High Impact Expected,PPI m/m,0.5%,0.5%,1.4%,
2022-05-16T15:15:00+01:00,GBP,High Impact Expected,Monetary Policy Report Hearings,,,,
2022-05-17T02:30:00+01:00,AUD,High Impact Expected,Monetary Policy Meeting Minutes,,,,
2022-05-17T13:30:00+01:00,USD,High Impact Expected,Retail Sales m/m,0.9%,1.0%,1.4%,
2022-05-17T13:30:00+01:00,USD,High Impact Expected,Core Retail Sales m/m,0.6%,0.4%,2.1%,
2022-05-17T19:00:00+01:00,USD,High Impact Expected,Fed Chair Powell Speaks,,,,
2022-05-18T02:30:00+01:00,AUD,High Impact Expected,Wage Price Index q/q,0.7%,0.8%,0.7%,
2022-05-18T07:00:00+01:00,GBP,High Impact Expected,CPI y/y,9.0%,9.1%,7.0%,
2022-05-18T13:30:00+01:00,CAD,High Impact Expected,CPI m/m,0.6%,0.5%,1.4%,
2022-05-19T02:30:00+01:00,AUD,High Impact Expected,Employment Change,4.0K,30.0K,20.3K,
2022-05-19T02:30:00+01:00,AUD,High Impact Expected,Unemployment Rate,3.9%,3.9%,3.9%,
2022-05-21T23:59:59+01:00,AUD,High Impact Expected,Parliamentary Elections,,,,
2022-05-23T15:15:00+01:00,GBP,High Impact Expected,BOE Gov Bailey Speaks,,,,
2022-05-24T08:30:00+01:00,EUR,High Impact Expected,German Flash Services PMI,56.3,57.2,57.6,
2022-05-24T08:30:00+01:00,EUR,High Impact Expected,German Flash Manufacturing PMI,54.7,54.1,54.6,
2022-05-25T03:00:00+01:00,NZD,High Impact Expected,Official Cash Rate,2.00%,2.00%,1.50%,
2022-05-25T03:00:00+01:00,NZD,High Impact Expected,RBNZ Monetary Policy Statement,,,,
2022-05-25T03:00:00+01:00,NZD,High Impact Expected,RBNZ Rate Statement,,,,
2022-05-25T04:00:00+01:00,NZD,High Impact Expected,RBNZ Press Conference,,,,
2022-05-25T19:00:00+01:00,USD,High Impact Expected,FOMC Meeting Minutes,,,,
2022-05-25T22:10:00+01:00,NZD,High Impact Expected,RBNZ Gov Orr Speaks,,,,
2022-05-26T13:30:00+01:00,USD,High Impact Expected,Prelim GDP q/q,-1.5%,-1.3%,-1.4%,
2022-05-27T13:30:00+01:00,USD,High Impact Expected,Core PCE Price Index m/m,0.3%,0.3%,0.3%,
2022-06-01T02:30:00+01:00,AUD,High Impact Expected,GDP q/q,0.8%,0.6%,3.6%,
2022-06-01T15:00:00+01:00,CAD,High Impact Expected,BOC Rate Statement,,,,
2022-06-01T15:00:00+01:00,CAD,High Impact Expected,Overnight Rate,1.50%,1.50%,1.00%,
2022-06-01T15:00:00+01:00,USD,High Impact Expected,ISM Manufacturing PMI,56.1,54.4,55.4,
2022-06-01T15:00:00+01:00,USD,High Impact Expected,JOLTS Job Openings,11.40M,11.29M,11.86M,
2022-06-02T13:15:00+01:00,USD,High Impact Expected,ADP Non-Farm Employment Change,128K,295K,202K,
2022-06-03T13:30:00+01:00,USD,High Impact Expected,Non-Farm Employment Change,390K,325K,436K,
2022-06-03T13:30:00+01:00,USD,High Impact Expected,Average Hourly Earnings m/m,0.3%,0.4%,0.3%,
2022-06-03T13:30:00+01:00,USD,High Impact Expected,Unemployment Rate,3.6%,3.5%,3.6%,
2022-06-06T21:00:00+01:00,GBP,High Impact Expected,Govt Confidence Vote,,,,
2022-06-07T05:30:00+01:00,AUD,High Impact Expected,Cash Rate,0.85%,0.60%,0.35%,
2022-06-07T05:30:00+01:00,AUD,High Impact Expected,RBA Rate Statement,,,,
2022-06-09T12:45:00+01:00,EUR,High Impact Expected,Main Refinancing Rate,0.00%,0.00%,0.00%,
2022-06-09T12:45:00+01:00,EUR,High Impact Expected,Monetary Policy Statement,,,,
2022-06-09T13:30:00+01:00,EUR,High Impact Expected,ECB Press Conference,,,,
2022-06-09T16:00:00+01:00,CAD,High Impact Expected,BOC Gov Macklem Speaks,,,,
2022-06-10T13:30:00+01:00,USD,High Impact Expected,CPI y/y,8.6%,8.3%,8.3%,
2022-06-10T13:30:00+01:00,USD,High Impact Expected,CPI m/m,1.0%,0.7%,0.3%,
2022-06-10T13:30:00+01:00,USD,High Impact Expected,Core CPI m/m,0.6%,0.5%,0.6%,
2022-06-10T13:30:00+01:00,CAD,High Impact Expected,Unemployment Rate,5.1%,5.2%,5.2%,
2022-06-10T13:30:00+01:00,CAD,High Impact Expected,Employment Change,39.8K,28.5K,15.3K,
2022-06-10T14:00:00+01:00,USD,High Impact Expected,Treasury Currency Report,,,,
2022-06-12T23:59:59+01:00,EUR,High Impact Expected,French Parliamentary Elections,,,,
2022-06-14T13:30:00+01:00,USD,High Impact Expected,PPI m/m,0.8%,0.8%,0.5%,
2022-06-15T13:30:00+01:00,USD,High Impact Expected,Core Retail Sales m/m,0.5%,0.7%,0.4%,
2022-06-15T13:30:00+01:00,USD,High Impact Expected,Retail Sales m/m,-0.3%,0.1%,0.7%,
2022-06-15T19:00:00+01:00,USD,High Impact Expected,FOMC Statement,,,,
2022-06-15T19:00:00+01:00,USD,High Impact Expected,FOMC Economic Projections,,,,
2022-06-15T19:00:00+01:00,USD,High Impact Expected,Federal Funds Rate,1.75%,1.50%,1.00%,
2022-06-15T19:30:00+01:00,USD,High Impact Expected,FOMC Press Conference,,,,
2022-06-16T02:30:00+01:00,AUD,High Impact Expected,Employment Change,60.6K,25.0K,4.4K,
2022-06-16T02:30:00+01:00,AUD,High Impact Expected,Unemployment Rate,3.9%,3.8%,3.9%,
2022-06-16T08:30:00+01:00,CHF,High Impact Expected,SNB Monetary Policy Assessment,,,,
2022-06-16T08:30:00+01:00,CHF,High Impact Expected,SNB Policy Rate,-0.25%,-0.75%,-0.75%,
2022-06-16T09:00:00+01:00,CHF,High Impact Expected,SNB Press Conference,,,,
2022-06-16T12:00:00+01:00,GBP,High Impact Expected,Official Bank Rate,1.25%,1.25%,1.00%,
2022-06-16T12:00:00+01:00,GBP,High Impact Expected,MPC Official Bank Rate Votes,9-0-0,9-0-0,9-0-0,
2022-06-16T12:00:00+01:00,GBP,High Impact Expected,Monetary Policy Summary,,,,
2022-06-17T03:43:00+01:00,JPY,High Impact Expected,Monetary Policy Statement,,,,
2022-06-17T07:30:00+01:00,JPY,High Impact Expected,BOJ Press Conference,,,,
2022-06-17T13:45:00+01:00,USD,High Impact Expected,Fed Chair Powell Speaks,,,,
2022-06-19T23:59:59+01:00,EUR,High Impact Expected,French Parliamentary Elections,,,,
2022-06-21T01:00:00+01:00,AUD,High Impact Expected,RBA Gov Lowe Speaks,,,,
2022-06-21T02:30:00+01:00,AUD,High Impact Expected,Monetary Policy Meeting Minutes,,,,
2022-06-21T13:30:00+01:00,CAD,High Impact Expected,Core Retail Sales m/m,1.3%,0.5%,2.6%,
2022-06-22T07:00:00+01:00,GBP,High Impact Expected,CPI y/y,9.1%,9.1%,9.0%,
2022-06-22T13:30:00+01:00,CAD,High Impact Expected,CPI m/m,1.4%,1.0%,0.6%,
2022-06-22T14:30:00+01:00,USD,High Impact Expected,Fed Chair Powell Testifies,,,,
2022-06-23T08:30:00+01:00,EUR,High Impact Expected,German Flash Manufacturing PMI,52.0,54.0,54.8,
2022-06-23T08:30:00+01:00,EUR,High Impact Expected,German Flash Services PMI,52.4,54.6,55.0,
2022-06-23T15:00:00+01:00,USD,High Impact Expected,Fed Chair Powell Testifies,,,,
2022-06-24T12:30:00+01:00,AUD,High Impact Expected,RBA Gov Lowe Speaks,,,,
2022-06-28T15:00:00+01:00,USD,High Impact Expected,CB Consumer Confidence,98.7,100.0,103.2,
2022-06-29T14:00:00+01:00,EUR,High Impact Expected,ECB President Lagarde Speaks,,,,
2022-06-29T14:00:00+01:00,GBP,High Impact Expected,BOE Gov Bailey Speaks,,,,
2022-06-29T14:00:00+01:00,USD,High Impact Expected,Fed Chair Powell Speaks,,,,
2022-06-29T23:59:59+01:00,All,High Impact Expected,OPEC Meetings,,,,
2022-06-30T13:30:00+01:00,USD,High Impact Expected,Core PCE Price Index m/m,0.3%,0.4%,0.3%,
2022-06-30T23:59:59+01:00,All,High Impact Expected,OPEC-JMMC Meetings,,,,
2022-07-01T10:00:00+01:00,EUR,High Impact Expected,CPI Flash Estimate y/y,8.6%,8.5%,8.1%,
2022-07-01T15:00:00+01:00,USD,High Impact Expected,ISM Manufacturing PMI,53.0,54.6,56.1,
2022-07-04T07:30:00+01:00,CHF,High Impact Expected,CPI m/m,0.5%,0.3%,0.7%,
2022-07-05T05:30:00+01:00,AUD,High Impact Expected,RBA Rate Statement,,,,
2022-07-05T05:30:00+01:00,AUD,High Impact Expected,Cash Rate,1.35%,1.35%,0.85%,
2022-07-06T15:00:00+01:00,USD,High Impact Expected,JOLTS Job Openings,11.25M,11.05M,11.68M,
2022-07-06T19:00:00+01:00,USD,High Impact Expected,FOMC Meeting Minutes,,,,
2022-07-08T13:30:00+01:00,CAD,High Impact Expected,Employment Change,-43.2K,20.0K,39.8K,
2022-07-08T13:30:00+01:00,CAD,High Impact Expected,Unemployment Rate,4.9%,5.1%,5.1%,
2022-07-08T13:30:00+01:00,USD,High Impact Expected,Average Hourly Earnings m/m,0.3%,0.3%,0.4%,
2022-07-08T13:30:00+01:00,USD,High Impact Expected,Non-Farm Employment Change,372K,260K,384K,
2022-07-08T13:30:00+01:00,USD,High Impact Expected,Unemployment Rate,3.6%,3.6%,3.6%,
2022-07-10T23:59:59+01:00,JPY,High Impact Expected,Upper House Elections,,,,
2022-07-11T15:15:00+01:00,GBP,High Impact Expected,BOE Gov Bailey Speaks,,,,
2022-07-13T03:00:00+01:00,NZD,High Impact Expected,Official Cash Rate,2.50%,2.50%,2.00%,
2022-07-13T03:00:00+01:00,NZD,High Impact Expected,RBNZ Rate Statement,,,,
2022-07-13T13:30:00+01:00,USD,High Impact Expected,Core CPI m/m,0.7%,0.5%,0.6%,
2022-07-13T13:30:00+01:00,USD,High Impact Expected,CPI m/m,1.3%,1.1%,1.0%,
2022-07-13T13:30:00+01:00,USD,High Impact Expected,CPI y/y,9.1%,8.7%,8.6%,
2022-07-13T15:00:00+01:00,CAD,High Impact Expected,BOC Rate Statement,,,,
2022-07-13T15:00:00+01:00,CAD,High Impact Expected,Overnight Rate,2.50%,2.25%,1.50%,
2022-07-13T15:00:00+01:00,CAD,High Impact Expected,BOC Monetary Policy Report,,,,
2022-07-13T16:00:00+01:00,CAD,High Impact Expected,BOC Press Conference,,,,
2022-07-14T02:30:00+01:00,AUD,High Impact Expected,Unemployment Rate,3.5%,3.8%,3.9%,
2022-07-14T02:30:00+01:00,AUD,High Impact Expected,Employment Change,88.4K,30.0K,60.6K,
2022-07-14T13:30:00+01:00,USD,High Impact Expected,PPI m/m,1.1%,0.8%,0.8%,
2022-07-15T03:00:00+01:00,CNY,High Impact Expected,GDP q/y,0.4%,1.2%,4.8%,
2022-07-15T13:30:00+01:00,USD,High Impact Expected,Core Retail Sales m/m,1.0%,0.7%,0.6%,
2022-07-15T13:30:00+01:00,USD,High Impact Expected,Retail Sales m/m,1.0%,0.9%,-0.1%,
2022-07-15T15:00:00+01:00,USD,High Impact Expected,Prelim UoM Consumer Sentiment,51.1,49.0,50.0,
2022-07-17T23:45:00+01:00,NZD,High Impact Expected,CPI q/q,1.7%,1.5%,1.8%,
2022-07-19T02:30:00+01:00,AUD,High Impact Expected,Monetary Policy Meeting Minutes,,,,
2022-07-19T16:00:00+01:00,GBP,High Impact Expected,BOE Gov Bailey Speaks,,,,
2022-07-20T00:10:00+01:00,AUD,High Impact Expected,RBA Gov Lowe Speaks,,,,
2022-07-20T07:00:00+01:00,GBP,High Impact Expected,CPI y/y,9.4%,9.3%,9.1%,
2022-07-20T13:30:00+01:00,CAD,High Impact Expected,CPI m/m,0.7%,0.9%,1.4%,
2022-07-21T04:05:00+01:00,JPY,High Impact Expected,BOJ Outlook Report,,,,
2022-07-21T04:05:00+01:00,JPY,High Impact Expected,Monetary Policy Statement,,,,
2022-07-21T07:30:00+01:00,JPY,High Impact Expected,BOJ Press Conference,,,,
2022-07-21T13:15:00+01:00,EUR,High Impact Expected,Main Refinancing Rate,0.50%,0.25%,0.00%,
